# Blocco	Energia Media	Errore Energia	Pressione Media	Errore Pressione
469	-7.55325	0.00594195	9.44826	0.0325067
470	-7.55326	0.00592931	9.44825	0.0324376
471	-7.55312	0.00591834	9.4491	0.0323797
472	-7.55295	0.00590807	9.45008	0.0323261
473	-7.55282	0.00589707	9.45089	0.0322679
474	-7.55265	0.00588696	9.45185	0.0322142
475	-7.55267	0.00587459	9.45177	0.0321465
476	-7.55266	0.00586227	9.45177	0.0320789
477	-7.5527	0.00585017	9.45149	0.0320129
478	-7.55281	0.00583885	9.45088	0.0319518
479	-7.55277	0.00582676	9.45111	0.0318859
480	-7.55277	0.00581462	9.45115	0.0318195
481	-7.55287	0.00580329	9.45065	0.0317573
482	-7.55276	0.00579218	9.45128	0.0316976
483	-7.55277	0.00578019	9.4513	0.0316319
484	-7.55283	0.00576859	9.45098	0.0315681
485	-7.55298	0.0057588	9.4502	0.0315126
486	-7.55322	0.00575176	9.44897	0.0314721
487	-7.55327	0.00574016	9.44872	0.0314084
488	-7.55335	0.00572901	9.44834	0.0313464
489	-7.55342	0.00571766	9.44806	0.0312835
490	-7.55347	0.00570625	9.44784	0.0312205
491	-7.55344	0.00569473	9.44808	0.0311578
492	-7.55339	0.00568338	9.44834	0.0310956
493	-7.55331	0.00567239	9.44878	0.0310356
494	-7.55324	0.00566133	9.44916	0.0309751
495	-7.55302	0.00565407	9.45044	0.0309391
496	-7.55278	0.00564764	9.45182	0.0309075
497	-7.5527	0.00563686	9.45237	0.0308501
498	-7.5526	0.00562656	9.45301	0.0307949
499	-7.55234	0.00562097	9.45448	0.0307683
500	-7.55233	0.00560975	9.45462	0.030707
501	-7.5522	0.0056	9.45535	0.0306546
502	-7.55211	0.00558957	9.45587	0.0305979
503	-7.55203	0.00557897	9.45628	0.0305397
504	-7.55199	0.00556803	9.45656	0.0304805
505	-7.55189	0.00555797	9.4572	0.0304268
506	-7.5519	0.00554699	9.45718	0.0303667
507	-7.5518	0.00553683	9.45769	0.0303111
508	-7.55185	0.00552613	9.45744	0.0302526
509	-7.55192	0.00551573	9.45705	0.0301956
510	-7.55197	0.00550509	9.45681	0.0301373
511	-7.55198	0.00549434	9.45675	0.0300784
512	-7.55183	0.00548562	9.45761	0.0300319
513	-7.55188	0.00547516	9.45728	0.0299752
514	-7.55189	0.00546452	9.45723	0.0299169
515	-7.55191	0.00545394	9.45721	0.0298588
516	-7.55184	0.00544386	9.45766	0.0298044
517	-7.5517	0.00543522	9.45853	0.0297593
518	-7.55165	0.00542497	9.45893	0.0297045
519	-7.5515	0.00541663	9.45989	0.0296628
520	-7.55127	0.00541105	9.46119	0.0296345
521	-7.55111	0.00540288	9.46206	0.0295904
522	-7.5509	0.00539684	9.4634	0.0295641
523	-7.55072	0.00538935	9.46449	0.0295276
524	-7.55058	0.00538079	9.4653	0.0294823
525	-7.55049	0.00537132	9.46593	0.0294328
526	-7.55041	0.0053618	9.46656	0.0293837
527	-7.55026	0.00535357	9.46748	0.0293423
528	-7.55022	0.00534358	9.46779	0.0292884
529	-7.55028	0.00533376	9.46758	0.0292337
530	-7.55026	0.00532371	9.46777	0.0291792
531	-7.55019	0.00531416	9.46821	0.0291275
532	-7.55013	0.00530457	9.46867	0.0290765
533	-7.5501	0.00529468	9.46889	0.0290227
534	-7.55005	0.00528506	9.46931	0.0289714
535	-7.54998	0.00527557	9.46975	0.0289206
536	-7.54996	0.0052658	9.46999	0.0288676
537	-7.5499	0.00525633	9.4704	0.0288168
538	-7.54975	0.0052486	9.47124	0.0287754
539	-7.5497	0.00523915	9.47164	0.0287248
540	-7.54955	0.00523147	9.47251	0.0286847
541	-7.54943	0.00522316	9.47329	0.0286424
542	-7.54944	0.00521353	9.47339	0.0285898
543	-7.54944	0.00520393	9.47346	0.0285372
544	-7.54943	0.00519438	9.47356	0.0284849
545	-7.54944	0.00518486	9.47353	0.0284327
546	-7.54949	0.00517562	9.47329	0.0283817
547	-7.54961	0.00516757	9.47269	0.028336
548	-7.54976	0.00516019	9.47198	0.0282933
549	-7.54981	0.00515105	9.47174	0.0282428
550	-7.54989	0.00514223	9.47135	0.0281941
551	-7.55	0.00513416	9.47078	0.0281486
552	-7.55017	0.00512755	9.46991	0.0281111
553	-7.55039	0.005123	9.46878	0.0280832
554	-7.55068	0.0051221	9.46718	0.0280778
555	-7.55075	0.00511335	9.46685	0.0280291
556	-7.55074	0.00510417	9.46699	0.0279791
557	-7.55078	0.00509517	9.46675	0.0279298
558	-7.5509	0.00508736	9.46616	0.0278861
559	-7.55105	0.0050805	9.46542	0.0278461
560	-7.55124	0.00507506	9.46441	0.0278144
561	-7.5514	0.00506846	9.46364	0.0277757
562	-7.55163	0.0050647	9.46244	0.0277523
563	-7.55181	0.00505902	9.46154	0.0277174
564	-7.55201	0.00505383	9.4605	0.0276877
565	-7.55217	0.00504758	9.45964	0.0276521
566	-7.55246	0.00504671	9.45811	0.0276456
567	-7.55262	0.0050405	9.45726	0.0276098
568	-7.55287	0.00503761	9.45598	0.0275908
569	-7.55308	0.00503328	9.45484	0.027566
570	-7.55335	0.00503147	9.45342	0.0275543
571	-7.55352	0.00502577	9.45247	0.0275223
572	-7.55365	0.00501868	9.45175	0.0274837
573	-7.5537	0.00501011	9.45153	0.0274366
574	-7.55373	0.00500146	9.45142	0.027389
575	-7.55377	0.00499293	9.45123	0.027342
576	-7.55373	0.00498441	9.45148	0.0272957
577	-7.5537	0.00497586	9.45164	0.0272489
578	-7.55375	0.00496758	9.45131	0.0272038
579	-7.55383	0.00495961	9.45086	0.0271605
580	-7.55386	0.00495112	9.45067	0.0271143
581	-7.5539	0.00494275	9.4504	0.0270691
582	-7.55393	0.00493439	9.45015	0.0270237
583	-7.5541	0.00492874	9.44917	0.0269949
584	-7.55418	0.00492102	9.44866	0.0269535
585	-7.5543	0.00491408	9.44793	0.0269173
586	-7.55437	0.00490611	9.44754	0.0268743
587	-7.55437	0.00489775	9.44748	0.0268286
588	-7.5543	0.00488987	9.44783	0.0267852
589	-7.55438	0.00488232	9.44732	0.0267446
590	-7.55449	0.00487511	9.4467	0.0267064
591	-7.55449	0.00486686	9.44666	0.0266613
592	-7.55436	0.00486049	9.44733	0.0266247
593	-7.55425	0.00485341	9.44782	0.0265844
594	-7.55432	0.0048457	9.44741	0.0265429
595	-7.55427	0.00483777	9.44765	0.0264994
596	-7.55418	0.00483057	9.44817	0.0264601
597	-7.55409	0.00482335	9.44868	0.0264205
598	-7.55401	0.00481598	9.4491	0.0263797
599	-7.55395	0.00480827	9.44939	0.0263373
600	-7.55387	0.00480088	9.44979	0.0262965
601	-7.55385	0.00479293	9.44989	0.0262529
602	-7.55389	0.00478513	9.44963	0.0262106
603	-7.55392	0.0047773	9.44944	0.0261678
604	-7.55394	0.00476942	9.44933	0.0261247
605	-7.55399	0.00476176	9.44909	0.0260826
606	-7.55403	0.00475414	9.4489	0.0260402
607	-7.5541	0.00474683	9.4486	0.0259991
608	-7.55414	0.00473918	9.44848	0.0259566
609	-7.55411	0.00473148	9.44876	0.0259155
610	-7.55427	0.00472644	9.44793	0.0258864
611	-7.55431	0.00471881	9.44781	0.0258443
612	-7.55432	0.00471111	9.44776	0.0258022
613	-7.55431	0.00470344	9.44783	0.0257602
614	-7.55424	0.00469624	9.44822	0.0257212
615	-7.55427	0.00468869	9.44813	0.0256795
616	-7.55417	0.00468213	9.44877	0.0256459
617	-7.55408	0.00467545	9.44936	0.025611
618	-7.55404	0.00466807	9.44963	0.0255711
619	-7.55398	0.0046609	9.44996	0.0255319
620	-7.55412	0.00465555	9.4492	0.0255023
621	-7.55428	0.00465088	9.44833	0.0254759
622	-7.5545	0.0046484	9.44716	0.0254616
623	-7.55462	0.00464245	9.44644	0.0254311
624	-7.5548	0.00463855	9.44536	0.0254133
625	-7.55503	0.00463698	9.44405	0.0254062
626	-7.55524	0.00463446	9.44288	0.0253926
627	-7.55538	0.00462913	9.44206	0.0253652
628	-7.55551	0.00462348	9.44135	0.0253349
629	-7.55555	0.00461634	9.44107	0.0252961
630	-7.55557	0.00460907	9.44087	0.0252568
