# Blocco	Energia Media	Errore Energia	Pressione Media	Errore Pressione
560	-5.55368	0.00697187	1.59503	0.0361533
561	-5.55378	0.00696016	1.59513	0.0360891
562	-5.55377	0.00694778	1.59556	0.0360276
563	-5.55371	0.00693573	1.59595	0.0359658
564	-5.55364	0.00692377	1.59572	0.0359029
565	-5.5537	0.00691179	1.59559	0.0358397
566	-5.55376	0.00689979	1.59633	0.0357841
567	-5.55364	0.00688869	1.59705	0.0357284
568	-5.55351	0.00687774	1.59837	0.0356898
569	-5.55325	0.00687047	1.59951	0.0356455
570	-5.55302	0.00686225	1.60059	0.0355994
571	-5.5528	0.00685398	1.60178	0.0355571
572	-5.55255	0.00684635	1.60285	0.0355112
573	-5.55231	0.00683852	1.60349	0.035455
574	-5.55216	0.00682822	1.6041	0.0353986
575	-5.55199	0.00681851	1.60523	0.0353551
576	-5.5517	0.00681299	1.60629	0.0353098
577	-5.55141	0.00680731	1.60743	0.035267
578	-5.5511	0.00680274	1.60806	0.0352118
579	-5.55092	0.00679317	1.60898	0.0351631
580	-5.55072	0.00678466	1.60864	0.0351043
581	-5.55075	0.00677305	1.60862	0.035044
582	-5.55071	0.00676149	1.60822	0.0349862
583	-5.55077	0.00675017	1.60874	0.0349302
584	-5.55063	0.00674024	1.60909	0.0348722
585	-5.5505	0.00672992	1.60903	0.0348127
586	-5.55042	0.00671889	1.60862	0.0347558
587	-5.55045	0.00670749	1.6083	0.0346982
588	-5.55043	0.0066961	1.60728	0.0346542
589	-5.55054	0.0066857	1.60671	0.0346002
590	-5.55057	0.00667444	1.60674	0.0345417
591	-5.55047	0.0066639	1.60741	0.0344897
592	-5.55021	0.00665785	1.60748	0.0344316
593	-5.55006	0.00664837	1.60768	0.0343742
594	-5.54985	0.00664044	1.6075	0.0343169
595	-5.54972	0.00663061	1.60763	0.0342595
596	-5.5495	0.00662309	1.60738	0.034203
597	-5.54943	0.00661234	1.60699	0.0341481
598	-5.54939	0.00660138	1.60719	0.0340916
599	-5.54925	0.00659194	1.60745	0.0340359
600	-5.54909	0.00658296	1.60683	0.0339849
601	-5.54913	0.00657215	1.60616	0.0339352
602	-5.54919	0.00656153	1.60547	0.0338859
603	-5.54925	0.00655088	1.60455	0.0338423
604	-5.54937	0.00654121	1.60365	0.0337981
605	-5.54949	0.00653153	1.60281	0.033753
606	-5.5496	0.00652169	1.60251	0.0336987
607	-5.54962	0.00651096	1.60257	0.0336433
608	-5.54952	0.00650095	1.60214	0.0335908
609	-5.54952	0.00649027	1.60109	0.0335519
610	-5.54966	0.0064811	1.60063	0.0335002
611	-5.54966	0.00647049	1.60017	0.0334486
612	-5.54966	0.00645992	1.5995	0.0334008
613	-5.54976	0.00645014	1.59899	0.0333503
614	-5.54983	0.00644005	1.59818	0.0333059
615	-5.54995	0.00643069	1.5976	0.0332568
616	-5.55001	0.0064205	1.59726	0.0332046
617	-5.55002	0.00641011	1.59673	0.0331552
618	-5.55009	0.0064001	1.59597	0.0331103
619	-5.55024	0.00639146	1.59503	0.0330703
620	-5.55046	0.00638505	1.59443	0.0330224
621	-5.55061	0.00637651	1.59448	0.0329693
622	-5.55059	0.0063663	1.59461	0.0329167
623	-5.5505	0.00635674	1.59394	0.0328708
624	-5.55058	0.00634708	1.59332	0.032824
625	-5.55069	0.0063379	1.59331	0.0327715
626	-5.55065	0.0063279	1.59281	0.0327231
627	-5.55069	0.00631793	1.59187	0.0326845
628	-5.55082	0.00630929	1.59108	0.0326421
629	-5.55092	0.00630001	1.5903	0.0325996
630	-5.55103	0.00629088	1.59018	0.0325481
631	-5.55102	0.00628091	1.59042	0.0324975
632	-5.55096	0.00627132	1.59092	0.0324501
633	-5.55083	0.00626276	1.59161	0.0324063
634	-5.55066	0.00625503	1.59162	0.0323553
635	-5.55064	0.00624523	1.59204	0.0323071
636	-5.5505	0.00623692	1.59244	0.0322589
637	-5.55037	0.00622852	1.59271	0.0322094
638	-5.55023	0.00622023	1.59315	0.0321621
639	-5.55008	0.00621233	1.59303	0.0321121
640	-5.55007	0.00620264	1.59269	0.0320637
641	-5.55009	0.00619301	1.59257	0.032014
642	-5.55007	0.00618339	1.59242	0.0319646
643	-5.55007	0.00617377	1.59185	0.0319199
644	-5.55016	0.00616487	1.59149	0.0318725
645	-5.55022	0.00615555	1.59211	0.0318292
646	-5.55003	0.00614878	1.59257	0.0317834
647	-5.54993	0.00614008	1.59303	0.0317376
648	-5.54984	0.00613136	1.59313	0.0316888
649	-5.5498	0.00612204	1.59281	0.0316417
650	-5.54983	0.00611271	1.59268	0.0315933
651	-5.54981	0.00610337	1.5932	0.0315491
652	-5.5496	0.00609746	1.59352	0.0315024
653	-5.54944	0.00609015	1.59402	0.0314582
654	-5.54926	0.00608352	1.59451	0.031414
655	-5.54913	0.00607572	1.59486	0.0313681
656	-5.54903	0.00606725	1.59508	0.0313211
657	-5.54895	0.00605854	1.59493	0.0312739
658	-5.54895	0.00604933	1.59498	0.0312265
659	-5.54892	0.00604023	1.59511	0.0311794
660	-5.54887	0.00603131	1.59595	0.0311437
661	-5.54865	0.00602624	1.59711	0.031118
662	-5.54835	0.00602456	1.59799	0.0310837
663	-5.5481	0.00602046	1.59894	0.0310514
664	-5.54785	0.00601658	1.60072	0.0310554
665	-5.54743	0.00602262	1.60184	0.0310291
666	-5.54716	0.00601974	1.60269	0.0309941
667	-5.5469	0.00601616	1.604	0.0309753
668	-5.54655	0.00601756	1.60543	0.0309622
669	-5.54614	0.00602254	1.6062	0.0309255
670	-5.5459	0.00601831	1.60711	0.0308927
671	-5.54565	0.00601433	1.60771	0.0308527
672	-5.54549	0.00600764	1.60786	0.0308073
673	-5.54544	0.00599888	1.60848	0.0307677
674	-5.54529	0.00599199	1.6092	0.0307307
675	-5.54513	0.00598513	1.60991	0.0306933
676	-5.54497	0.00597835	1.61125	0.0306773
677	-5.54465	0.00597811	1.61221	0.0306471
678	-5.54442	0.00597376	1.61322	0.0306186
679	-5.54415	0.0059711	1.61369	0.0305771
680	-5.54401	0.00596387	1.6143	0.0305383
681	-5.54388	0.00595661	1.615	0.0305015
682	-5.54372	0.00594997	1.61534	0.0304587
683	-5.54367	0.0059415	1.61537	0.0304142
684	-5.54368	0.00593284	1.61569	0.0303715
685	-5.54363	0.00592446	1.61612	0.0303303
686	-5.54355	0.00591631	1.61737	0.0303118
687	-5.54328	0.00591391	1.61779	0.0302706
688	-5.54319	0.00590596	1.61863	0.0302384
689	-5.54298	0.00590113	1.61881	0.0301951
690	-5.54292	0.00589289	1.61949	0.030159
691	-5.54276	0.00588643	1.61925	0.0301164
692	-5.54279	0.005878	1.62	0.0300822
693	-5.54261	0.00587246	1.62018	0.0300394
694	-5.54254	0.00586435	1.62089	0.0300047
695	-5.54236	0.00585876	1.62104	0.0299619
696	-5.54228	0.00585092	1.62114	0.0299191
697	-5.54223	0.00584272	1.62138	0.0298772
698	-5.54215	0.00583486	1.62141	0.0298345
699	-5.54213	0.00582656	1.62182	0.0297947
700	-5.542	0.00581969	1.62263	0.0297631
701	-5.54177	0.00581602	1.62382	0.0297445
702	-5.54145	0.00581644	1.62485	0.02972
703	-5.5412	0.00581347	1.62524	0.0296804
704	-5.54108	0.00580634	1.62527	0.0296383
705	-5.54107	0.00579814	1.62506	0.029597
706	-5.54111	0.00579006	1.62501	0.0295552
707	-5.54112	0.00578188	1.62504	0.0295135
708	-5.54111	0.00577372	1.62487	0.0294723
709	-5.54114	0.00576566	1.62477	0.029431
710	-5.54115	0.00575755	1.62467	0.0293898
711	-5.54117	0.00574948	1.62453	0.0293488
712	-5.5412	0.00574147	1.62428	0.0293087
713	-5.54125	0.00573368	1.62392	0.0292699
714	-5.54132	0.00572601	1.62382	0.0292291
715	-5.54132	0.005718	1.62402	0.0291889
716	-5.54125	0.00571036	1.62372	0.0291497
717	-5.54131	0.00570264	1.62351	0.0291099
718	-5.54134	0.00569479	1.62352	0.0290694
719	-5.54131	0.00568693	1.62343	0.0290292
720	-5.54129	0.0056791	1.62343	0.0289889
721	-5.54124	0.00567144	1.62418	0.0289584
722	-5.54105	0.00566677	1.62471	0.0289233
723	-5.54093	0.00566022	1.62486	0.0288837
724	-5.54083	0.00565319	1.62519	0.0288458
725	-5.54073	0.00564636	1.62528	0.0288062
726	-5.54066	0.00563899	1.62568	0.0287694
727	-5.54054	0.0056326	1.62659	0.0287443
728	-5.54032	0.00562898	1.6277	0.028726
729	-5.54005	0.00562794	1.62843	0.028696
730	-5.53985	0.00562346	1.62888	0.0286603
731	-5.53976	0.00561662	1.62941	0.0286261
732	-5.53964	0.00561021	1.63005	0.0285941
733	-5.5395	0.00560416	1.6306	0.0285605
734	-5.53939	0.00559769	1.63092	0.0285234
735	-5.53931	0.00559068	1.63134	0.0284877
736	-5.53921	0.00558389	1.63203	0.0284575
737	-5.53907	0.00557807	1.63244	0.0284219
738	-5.539	0.00557093	1.63261	0.028384
739	-5.53901	0.0055634	1.63333	0.0283546
740	-5.53888	0.00555743	1.63397	0.0283235
741	-5.53875	0.00555131	1.63471	0.0282951
742	-5.53863	0.00554532	1.6353	0.0282632
743	-5.53853	0.00553871	1.63647	0.0282493
744	-5.53827	0.00553706	1.63709	0.0282183
745	-5.53816	0.00553081	1.63769	0.0281868
746	-5.53805	0.00552454	1.63829	0.0281555
747	-5.53795	0.00551807	1.63889	0.0281243
748	-5.53785	0.00551153	1.6394	0.0280912
749	-5.53781	0.00550433	1.63968	0.0280552
750	-5.53781	0.005497	1.63983	0.0280182
751	-5.53784	0.00548975	1.64026	0.0279843
752	-5.5378	0.00548264	1.64062	0.0279495
753	-5.53776	0.00547545	1.64103	0.0279155
754	-5.53772	0.00546837	1.64195	0.0278934
755	-5.53759	0.00546276	1.64271	0.0278669
756	-5.53745	0.0054571	1.64333	0.0278371
757	-5.53734	0.00545113	1.64378	0.027804
758	-5.53727	0.00544433	1.64549	0.0278198
759	-5.53688	0.00545116	1.64704	0.0278261
760	-5.53655	0.00545393	1.64841	0.0278235
761	-5.53626	0.00545437	1.64963	0.0278134
762	-5.53601	0.00545304	1.65036	0.0277867
763	-5.53588	0.00544748	1.65086	0.0277548
764	-5.53581	0.00544083	1.65193	0.0277393
765	-5.53558	0.00543839	1.65326	0.0277347
766	-5.53532	0.00543745	1.65408	0.0277106
767	-5.53521	0.00543154	1.65513	0.0276944
768	-5.53503	0.00542751	1.65587	0.0276683
769	-5.53492	0.00542146	1.65728	0.0276685
770	-5.53465	0.00542155	1.65853	0.0276608
771	-5.5344	0.00542033	1.65996	0.027662
772	-5.53409	0.00542215	1.66165	0.0276774
773	-5.53372	0.00542718	1.66344	0.0276994
774	-5.53333	0.00543472	1.66511	0.0277144
775	-5.53295	0.00544094	1.66637	0.0277071
776	-5.53268	0.00544027	1.66763	0.0277001
777	-5.53244	0.0054389	1.66808	0.0276682
778	-5.53234	0.0054328	1.66829	0.0276334
779	-5.53228	0.00542617	1.66904	0.0276083
780	-5.53209	0.00542256	1.66956	0.0275778
781	-5.53198	0.00541662	1.67014	0.0275488
782	-5.53186	0.00541098	1.67084	0.0275225
783	-5.53174	0.00540556	1.67124	0.0274902
784	-5.53169	0.00539891	1.67159	0.0274574
785	-5.53164	0.00539223	1.6718	0.0274233
786	-5.53164	0.00538538	1.67208	0.0273898
787	-5.53165	0.00537853	1.67264	0.0273608
788	-5.53157	0.00537222	1.67296	0.0273281
789	-5.53155	0.00536545	1.67333	0.0272959
790	-5.53148	0.00535911	1.67365	0.0272634
791	-5.5314	0.00535298	1.67424	0.0272352
792	-5.53126	0.00534803	1.67485	0.0272078
793	-5.53113	0.00534293	1.67543	0.0271796
794	-5.53101	0.00533739	1.67612	0.0271541
795	-5.53088	0.00533225	1.67661	0.0271245
796	-5.53082	0.00532596	1.67733	0.0271001
797	-5.53069	0.00532074	1.67814	0.0270781
798	-5.53055	0.00531605	1.67959	0.0270834
799	-5.53026	0.00531727	1.68001	0.0270527
800	-5.5302	0.00531101	1.68117	0.0270438
801	-5.52999	0.00530831	1.68256	0.027046
802	-5.52972	0.00530877	1.68403	0.027052
803	-5.52944	0.00530916	1.68557	0.0270624
804	-5.52917	0.0053095	1.6866	0.0270482
805	-5.52898	0.00530629	1.68694	0.0270169
806	-5.52893	0.00529997	1.68703	0.0269835
807	-5.52893	0.0052934	1.68724	0.026951
808	-5.52892	0.00528686	1.68737	0.026918
809	-5.52894	0.00528034	1.6882	0.0268975
810	-5.52878	0.00527613	1.6889	0.0268734
811	-5.52862	0.00527194	1.68925	0.0268426
812	-5.52854	0.00526612	1.6899	0.0268175
813	-5.52841	0.00526119	1.69	0.0267847
814	-5.52844	0.00525479	1.69038	0.0267546
815	-5.52839	0.00524859	1.69099	0.0267287
816	-5.52829	0.00524312	1.69204	0.0267164
817	-5.52811	0.00523962	1.69343	0.02672
818	-5.52786	0.00523944	1.6951	0.0267397
819	-5.52756	0.00524143	1.69617	0.0267283
820	-5.52738	0.00523814	1.69736	0.0267223
821	-5.52715	0.0052366	1.6979	0.0266952
822	-5.5271	0.00523047	1.69821	0.0266647
823	-5.52709	0.00522413	1.69877	0.026638
824	-5.52701	0.00521838	1.69895	0.0266063
825	-5.527	0.00521206	1.69871	0.0265752
826	-5.5271	0.0052066	1.69878	0.0265432
827	-5.52715	0.0052006	1.6993	0.0265162
828	-5.52712	0.00519446	1.69996	0.0264925
829	-5.52706	0.00518852	1.70066	0.0264698
830	-5.52698	0.0051828	1.70105	0.0264408
831	-5.52696	0.0051766	1.70142	0.0264116
832	-5.52694	0.00517045	1.70181	0.0263828
833	-5.52691	0.00516431	1.70222	0.0263543
834	-5.52685	0.00515851	1.70309	0.0263371
835	-5.52667	0.0051554	1.70417	0.0263277
836	-5.52647	0.00515296	1.7048	0.0263038
837	-5.52638	0.00514761	1.70532	0.0262775
838	-5.5263	0.00514209	1.70539	0.0262463
839	-5.52634	0.0051361	1.70555	0.0262155
840	-5.52634	0.00512999	1.7053	0.0261855
841	-5.52642	0.00512463	1.70521	0.0261545
842	-5.52644	0.00511859	1.70531	0.0261237
843	-5.52641	0.0051126	1.7061	0.0261047
844	-5.52625	0.00510918	1.70664	0.0260794
845	-5.52613	0.00510448	1.70701	0.0260512
846	-5.52605	0.00509911	1.70737	0.0260229
847	-5.52597	0.00509367	1.70801	0.026
848	-5.52586	0.00508897	1.70871	0.025979
849	-5.52576	0.00508401	1.70906	0.0259508
850	-5.52573	0.0050781	1.70916	0.0259205
851	-5.52574	0.00507216	1.70971	0.025896
852	-5.52568	0.00506667	1.71059	0.0258805
853	-5.52554	0.00506263	1.71161	0.0258703
854	-5.52536	0.00505987	1.71247	0.0258543
855	-5.52523	0.00505547	1.71349	0.0258444
856	-5.52507	0.00505221	1.71458	0.025837
857	-5.52488	0.00504997	1.71558	0.0258262
858	-5.52471	0.00504702	1.71602	0.0257999
859	-5.52466	0.00504139	1.71672	0.0257795
860	-5.52455	0.0050367	1.71726	0.0257551
861	-5.52446	0.00503162	1.71794	0.0257343
862	-5.52435	0.00502698	1.71872	0.0257163
863	-5.52422	0.00502293	1.71975	0.025707
864	-5.52402	0.00502079	1.72097	0.0257066
865	-5.52382	0.00501928	1.72208	0.0257005
866	-5.52363	0.00501701	1.72285	0.0256824
867	-5.5235	0.00501293	1.72339	0.0256585
868	-5.52341	0.00500792	1.72397	0.0256355
869	-5.52332	0.00500302	1.72453	0.0256122
870	-5.52322	0.00499815	1.72541	0.0255981
871	-5.52307	0.00499461	1.7261	0.0255779
872	-5.52298	0.0049898	1.72719	0.0255719
873	-5.52277	0.00498856	1.72733	0.025543
874	-5.52275	0.00498288	1.72767	0.0255161
875	-5.52269	0.00497758	1.72834	0.0254956
876	-5.52256	0.00497359	1.72901	0.0254753
877	-5.52244	0.00496922	1.72981	0.0254588
878	-5.52228	0.00496628	1.73099	0.0254574
879	-5.52202	0.00496725	1.73225	0.0254598
880	-5.52178	0.0049678	1.73303	0.0254428
881	-5.52162	0.00496464	1.73381	0.0254257
882	-5.52146	0.00496163	1.73428	0.0254014
883	-5.52135	0.0049572	1.73475	0.025377
884	-5.52126	0.00495245	1.73532	0.0253547
885	-5.52113	0.00494845	1.73582	0.025331
886	-5.52104	0.00494378	1.73669	0.0253174
887	-5.52086	0.00494147	1.73717	0.0252934
888	-5.52074	0.00493719	1.73766	0.0252698
889	-5.52061	0.00493338	1.73796	0.0252431
890	-5.52053	0.00492857	1.73888	0.0252318
891	-5.52031	0.00492775	1.73905	0.0252041
892	-5.52028	0.00492234	1.73921	0.0251764
893	-5.52024	0.00491698	1.73905	0.0251487
894	-5.52027	0.00491161	1.73936	0.0251226
895	-5.52019	0.00490679	1.73974	0.0250973
896	-5.52012	0.00490195	1.74035	0.0250768
897	-5.52	0.00489791	1.74061	0.0250502
898	-5.51994	0.00489281	1.74111	0.0250273
899	-5.51983	0.00488846	1.74116	0.0249996
900	-5.51984	0.00488303	1.74141	0.0249731
901	-5.5198	0.00487776	1.74167	0.0249467
902	-5.51975	0.00487262	1.74224	0.0249256
903	-5.51964	0.00486848	1.74277	0.0249036
904	-5.51954	0.00486409	1.74309	0.0248781
905	-5.51952	0.00485878	1.74362	0.0248565
906	-5.51946	0.00485381	1.74462	0.024849
907	-5.51928	0.00485164	1.74521	0.0248287
908	-5.5192	0.00484691	1.74547	0.0248028
909	-5.51915	0.00484189	1.74647	0.0247955
910	-5.51894	0.00484111	1.74724	0.0247801
911	-5.51881	0.00483756	1.74776	0.0247584
912	-5.51873	0.00483289	1.74813	0.0247341
913	-5.51869	0.0048278	1.74869	0.0247134
914	-5.51859	0.00482342	1.7496	0.0247031
915	-5.51841	0.00482161	1.75036	0.0246878
916	-5.51826	0.00481873	1.7511	0.0246722
917	-5.51811	0.00481587	1.75218	0.0246688
918	-5.51788	0.00481609	1.75316	0.0246612
919	-5.51767	0.00481517	1.75378	0.0246424
920	-5.51756	0.00481116	1.7543	0.0246211
921	-5.5175	0.00480633	1.75524	0.0246122
922	-5.51734	0.00480388	1.75603	0.0245982
923	-5.5172	0.00480058	1.75671	0.024581
924	-5.51707	0.00479715	1.75718	0.0245588
925	-5.51701	0.00479233	1.75803	0.0245472
926	-5.51687	0.00478933	1.75917	0.0245472
927	-5.51667	0.00478816	1.76015	0.0245405
928	-5.51649	0.00478641	1.76083	0.0245234
929	-5.51639	0.0047824	1.76161	0.0245093
930	-5.51625	0.00477938	1.76235	0.0244943
931	-5.5161	0.00477647	1.76358	0.0244989
932	-5.51585	0.00477807	1.76448	0.024489
933	-5.51568	0.0047758	1.76549	0.0244837
934	-5.51551	0.00477382	1.76679	0.0244917
935	-5.51527	0.00477461	1.76739	0.0244729
936	-5.51518	0.00477034	1.7684	0.0244678
937	-5.51501	0.00476829	1.76907	0.0244509
938	-5.5149	0.00476448	1.76971	0.0244332
939	-5.51481	0.00476026	1.7703	0.0244143
940	-5.51472	0.00475609	1.77073	0.0243922
941	-5.51466	0.00475145	1.77138	0.0243749
942	-5.51456	0.00474743	1.7722	0.0243629
943	-5.5144	0.00474497	1.77306	0.0243524
944	-5.51424	0.0047427	1.77465	0.0243783
945	-5.51391	0.00474941	1.77578	0.0243787
946	-5.51369	0.00474933	1.77651	0.0243638
947	-5.51357	0.00474588	1.77732	0.0243518
948	-5.51343	0.004743	1.77819	0.0243415
949	-5.51329	0.00473993	1.77963	0.0243584
950	-5.51304	0.00474145	1.78057	0.0243509
951	-5.51288	0.00473913	1.78144	0.024341
952	-5.51273	0.00473662	1.78206	0.0243233
953	-5.51263	0.00473274	1.78235	0.0242995
954	-5.51259	0.00472793	1.78239	0.0242741
955	-5.51261	0.00472302	1.78228	0.024249
956	-5.51265	0.00471827	1.78213	0.024224
957	-5.51268	0.00471342	1.78232	0.0241994
958	-5.51263	0.0047088	1.78224	0.0241743
959	-5.51264	0.00470391	1.78199	0.0241504
960	-5.5127	0.00469938	1.78189	0.0241255
961	-5.51271	0.00469449	1.78178	0.0241007
962	-5.51275	0.00468985	1.78152	0.024077
963	-5.51282	0.00468538	1.7812	0.0240543
964	-5.51289	0.00468106	1.78101	0.02403
965	-5.51295	0.00467662	1.78112	0.0240054
966	-5.51294	0.00467178	1.781	0.0239809
967	-5.51298	0.00466709	1.78105	0.0239562
968	-5.51298	0.00466227	1.78085	0.0239323
969	-5.51304	0.00465782	1.78001	0.0239221
970	-5.51321	0.004656	1.77913	0.0239136
971	-5.5134	0.00465516	1.77896	0.0238896
972	-5.51343	0.00465045	1.77889	0.0238652
973	-5.51343	0.00464567	1.77896	0.0238408
974	-5.5134	0.00464103	1.77892	0.0238164
975	-5.51341	0.00463628	1.77851	0.0237954
976	-5.5135	0.00463234	1.77876	0.0237724
977	-5.51343	0.00462803	1.7787	0.0237482
978	-5.51344	0.00462331	1.77896	0.0237254
979	-5.51337	0.0046191	1.77854	0.023705
980	-5.51346	0.00461532	1.77842	0.0236811
981	-5.5135	0.00461081	1.7781	0.0236592
982	-5.51358	0.00460676	1.77817	0.0236352
983	-5.51358	0.00460208	1.77812	0.0236112
984	-5.51361	0.00459751	1.77863	0.0235926
985	-5.51354	0.00459328	1.77883	0.0235696
986	-5.51354	0.00458862	1.77881	0.0235457
987	-5.5136	0.00458426	1.77862	0.0235227
988	-5.51368	0.00458045	1.77851	0.0234992
989	-5.51376	0.00457644	1.77837	0.0234758
990	-5.51383	0.00457239	1.7783	0.0234522
991	-5.51388	0.00456806	1.77846	0.0234291
992	-5.51389	0.00456346	1.77837	0.0234057
993	-5.51392	0.00455902	1.77866	0.023384
994	-5.51389	0.00455459	1.77897	0.0233625
995	-5.51384	0.00455021	1.77969	0.02335
996	-5.51368	0.00454839	1.78064	0.0233461
997	-5.51346	0.00454958	1.78111	0.0233275
998	-5.51336	0.00454611	1.78172	0.0233121
999	-5.51323	0.00454327	1.78228	0.0232954
1000	-5.51313	0.00453993	1.78312	0.0232874
1001	-5.51295	0.00453894	1.78377	0.0232732
1002	-5.51283	0.00453605	1.78421	0.0232541
1003	-5.51273	0.00453246	1.78401	0.0232318
1004	-5.51279	0.00452823	1.78378	0.0232098
1005	-5.51285	0.00452417	1.7834	0.0231899
1006	-5.51292	0.00452031	1.78347	0.0231669
1007	-5.5129	0.0045159	1.78365	0.0231447
1008	-5.51285	0.00451168	1.78429	0.0231306
1009	-5.51268	0.00451025	1.78423	0.0231078
1010	-5.51269	0.00450579	1.78428	0.023085
1011	-5.51265	0.00450145	1.78454	0.0230636
1012	-5.51259	0.00449738	1.78479	0.0230422
1013	-5.51251	0.00449377	1.78499	0.0230203
1014	-5.51245	0.00448978	1.78551	0.0230035
1015	-5.51232	0.00448714	1.78633	0.0229956
1016	-5.51214	0.0044861	1.78677	0.0229772
1017	-5.51205	0.0044827	1.78747	0.0229653
1018	-5.51189	0.00448129	1.78826	0.0229563
1019	-5.5117	0.00448066	1.78861	0.0229365
1020	-5.51163	0.00447689	1.78888	0.0229156
1021	-5.51156	0.00447303	1.78928	0.0228966
1022	-5.51146	0.00446966	1.78966	0.0228774
1023	-5.51139	0.00446586	1.79012	0.0228597
1024	-5.51131	0.00446226	1.79076	0.0228463
1025	-5.51118	0.00445966	1.79103	0.0228257
1026	-5.51114	0.00445556	1.79157	0.0228098
1027	-5.51103	0.00445261	1.79198	0.0227913
1028	-5.51096	0.0044488	1.79258	0.0227771
1029	-5.51084	0.00444593	1.79282	0.0227563
1030	-5.5108	0.00444184	1.79306	0.0227354
1031	-5.51073	0.00443801	1.79278	0.0227151
1032	-5.51079	0.00443408	1.79247	0.0226952
1033	-5.51085	0.00443018	1.79215	0.0226754
1034	-5.5109	0.00442612	1.79165	0.0226592
1035	-5.51099	0.00442285	1.79095	0.0226479
1036	-5.51113	0.00442074	1.79066	0.0226279
1037	-5.5112	0.00441703	1.79056	0.0226064
1038	-5.51122	0.00441281	1.79018	0.0225878
1039	-5.51128	0.00440911	1.78981	0.0225691
1040	-5.51134	0.00440524	1.78994	0.0225478
1041	-5.51131	0.00440114	1.79022	0.0225279
1042	-5.51125	0.00439732	1.79029	0.0225064
1043	-5.51123	0.00439316	1.79044	0.0224853
1044	-5.51118	0.00438919	1.79066	0.0224649
1045	-5.51114	0.00438521	1.79065	0.0224434
1046	-5.51114	0.00438102	1.7907	0.022422
1047	-5.51113	0.00437684	1.79088	0.0224014
1048	-5.5111	0.00437278	1.79131	0.0223841
1049	-5.511	0.00436972	1.79194	0.0223716
1050	-5.51084	0.00436838	1.79221	0.022352
1051	-5.51075	0.00436509	1.79268	0.0223356
1052	-5.51062	0.00436288	1.79289	0.0223154
1053	-5.51057	0.00435902	1.79282	0.0222944
1054	-5.51057	0.00435489	1.79255	0.0222749
1055	-5.51062	0.00435104	1.79259	0.0222539
1056	-5.5106	0.00434696	1.79302	0.0222368
1057	-5.51052	0.0043436	1.79329	0.0222175
1058	-5.51046	0.00433991	1.79353	0.0221978
1059	-5.5104	0.00433619	1.7936	0.0221769
1060	-5.51038	0.00433217	1.79354	0.0221561
1061	-5.51038	0.0043281	1.79334	0.0221362
1062	-5.51042	0.00432418	1.79347	0.0221157
1063	-5.51037	0.00432034	1.79364	0.0220956
1064	-5.51033	0.0043165	1.79392	0.0220766
1065	-5.51026	0.00431306	1.79448	0.022063
1066	-5.51014	0.00431057	1.79483	0.022045
1067	-5.51007	0.00430709	1.79541	0.022032
1068	-5.50995	0.00430476	1.7967	0.0220492
1069	-5.50966	0.00431063	1.79741	0.0220399
1070	-5.50953	0.00430848	1.79814	0.0220316
1071	-5.5094	0.00430654	1.79876	0.0220197
1072	-5.5093	0.00430372	1.7997	0.0220192
1073	-5.50912	0.00430349	1.80051	0.0220136
1074	-5.50895	0.00430261	1.80089	0.0219964
1075	-5.50889	0.0042991	1.80135	0.0219808
1076	-5.50881	0.00429585	1.80152	0.0219611
1077	-5.50879	0.00429188	1.80162	0.0219409
1078	-5.50879	0.0042879	1.80145	0.0219213
1079	-5.50886	0.00428443	1.80168	0.0219022
1080	-5.50884	0.00428052	1.80169	0.0218819
1081	-5.50885	0.0042766	1.80151	0.0218625
1082	-5.5089	0.00427286	1.8012	0.0218444
1083	-5.50897	0.00426957	1.801	0.0218252
1084	-5.50902	0.00426586	1.80062	0.0218084
1085	-5.50911	0.00426304	1.8003	0.0217906
1086	-5.50921	0.00426015	1.80009	0.0217716
1087	-5.50927	0.00425672	1.79983	0.0217531
1088	-5.50935	0.00425354	1.7996	0.0217344
1089	-5.50942	0.00425023	1.79954	0.0217145
1090	-5.50947	0.00424663	1.79943	0.0216949
1091	-5.50952	0.00424305	1.79932	0.0216753
1092	-5.50959	0.00423964	1.79942	0.0216557
1093	-5.50963	0.00423595	1.7996	0.0216366
1094	-5.50964	0.00423209	1.79972	0.0216172
1095	-5.50966	0.00422829	1.79997	0.0215989
1096	-5.50967	0.00422444	1.80016	0.02158
1097	-5.50966	0.0042206	1.80038	0.0215615
1098	-5.50963	0.00421685	1.80031	0.0215419
1099	-5.50968	0.00421327	1.79997	0.0215251
1100	-5.50977	0.00421045	1.79984	0.021506
1101	-5.50982	0.00420692	1.7999	0.0214866
1102	-5.50981	0.00420312	1.79991	0.0214671
1103	-5.5098	0.00419931	1.80003	0.021448
1104	-5.50977	0.00419565	1.80019	0.0214291
1105	-5.50971	0.00419225	1.80021	0.0214098
1106	-5.50968	0.00418858	1.80034	0.0213908
1107	-5.50964	0.00418494	1.80039	0.0213716
1108	-5.50963	0.00418119	1.80022	0.021353
1109	-5.50965	0.0041775	1.80012	0.021334
1110	-5.50967	0.00417378	1.79999	0.0213152
1111	-5.50971	0.00417016	1.79986	0.0212964
1112	-5.50973	0.00416647	1.79969	0.0212779
1113	-5.50976	0.00416283	1.79911	0.021267
1114	-5.50989	0.00416113	1.79854	0.0212555
1115	-5.51001	0.00415915	1.79827	0.0212382
