# Blocco	Energia Media	Errore Energia	Pressione Media	Errore Pressione
400	-0.410639	0.00247081	0.0488476	0.000377117
401	-0.410571	0.00246557	0.0488171	0.000377408
402	-0.410521	0.00245995	0.0487804	0.000378244
403	-0.410383	0.0024577	0.0487808	0.000377306
404	-0.41022	0.00245704	0.0487615	0.000376863
405	-0.410085	0.00245467	0.0487828	0.000376536
406	-0.409969	0.00245136	0.0487886	0.000375653
407	-0.410039	0.00244632	0.0487813	0.000374801
408	-0.409899	0.00244432	0.0488119	0.000375131
409	-0.409676	0.00244852	0.048795	0.000374598
410	-0.409528	0.00244697	0.0487928	0.00037369
411	-0.409451	0.00244224	0.0487803	0.000372991
412	-0.409363	0.00243791	0.0488	0.000372607
413	-0.409344	0.00243208	0.0488075	0.000371781
414	-0.409362	0.00242627	0.0487995	0.000370969
415	-0.409233	0.0024238	0.0488171	0.000370491
416	-0.409172	0.00241875	0.0488158	0.000369603
417	-0.409115	0.00241363	0.0488002	0.000369049
418	-0.409124	0.00240787	0.0487983	0.00036817
419	-0.409148	0.00240224	0.0487776	0.000367873
420	-0.409139	0.00239654	0.0487829	0.000367035
421	-0.40914	0.00239085	0.0487845	0.000366166
422	-0.409336	0.00239321	0.048741	0.000367866
423	-0.409533	0.00239564	0.0487073	0.000368536
424	-0.409769	0.00240158	0.0486684	0.000369715
425	-0.409794	0.00239606	0.0486705	0.000368852
426	-0.409906	0.00239302	0.0486625	0.000368073
427	-0.410094	0.00239479	0.0486469	0.000367542
428	-0.410339	0.00240179	0.0486292	0.000367107
429	-0.410407	0.00239715	0.0486257	0.000366269
430	-0.410486	0.00239286	0.0486357	0.000365555
431	-0.410473	0.00238734	0.0486475	0.000364898
432	-0.41044	0.00238204	0.0486395	0.000364142
433	-0.410385	0.00237719	0.0486784	0.000365373
434	-0.410318	0.00237265	0.0486759	0.00036454
435	-0.41028	0.0023675	0.0486849	0.000363812
436	-0.410339	0.00236281	0.0486998	0.000363284
437	-0.410289	0.00235793	0.0486945	0.000362492
438	-0.410346	0.00235323	0.0487119	0.000362082
439	-0.410293	0.00234846	0.0487174	0.0003613
440	-0.410395	0.00234533	0.0487147	0.000360489
441	-0.410433	0.00234032	0.0486911	0.00036044
442	-0.410512	0.00233638	0.0486713	0.00036017
443	-0.410606	0.00233298	0.0486689	0.000359365
444	-0.41066	0.00232835	0.0486886	0.000359094
445	-0.410754	0.00232503	0.0486897	0.000358289
446	-0.410856	0.00232207	0.0487067	0.000357884
447	-0.410908	0.00231744	0.0487235	0.000357482
448	-0.411069	0.00231788	0.0487236	0.000356684
449	-0.411116	0.00231318	0.0487171	0.00035595
450	-0.411054	0.00230886	0.0487208	0.000355179
451	-0.411123	0.00230477	0.0487047	0.000354758
452	-0.411133	0.0022997	0.0486817	0.000354716
453	-0.411145	0.00229465	0.0486639	0.000354383
454	-0.411062	0.00229109	0.0486705	0.000353664
455	-0.411047	0.0022861	0.0486945	0.000353701
456	-0.411181	0.00228502	0.0486898	0.000352956
457	-0.411154	0.00228018	0.0487169	0.000353223
458	-0.411197	0.00227562	0.0487166	0.000352452
459	-0.411262	0.00227156	0.0487104	0.000351739
460	-0.411144	0.00226966	0.0486989	0.000351159
461	-0.411141	0.00226474	0.0486885	0.000350554
462	-0.411075	0.00226081	0.0486841	0.000349822
463	-0.411023	0.00225652	0.0486874	0.000349081
464	-0.410955	0.00225268	0.0487014	0.000348611
465	-0.410926	0.00224802	0.0486984	0.000347874
466	-0.410938	0.00224323	0.0486951	0.000347144
467	-0.411032	0.0022404	0.0486935	0.000346404
468	-0.411202	0.00224205	0.0486688	0.000346547
469	-0.411354	0.0022424	0.0486412	0.000346905
470	-0.411334	0.00223771	0.0486175	0.000346973
471	-0.411291	0.00223339	0.048609	0.000346341
472	-0.411115	0.00223557	0.048629	0.000346183
473	-0.411008	0.00223339	0.0486412	0.000345669
474	-0.410843	0.00223476	0.0486375	0.000344959
475	-0.410805	0.00223039	0.0486264	0.000344412
476	-0.410827	0.00222582	0.0486089	0.000344135
477	-0.410933	0.00222365	0.0486196	0.000343581
478	-0.410931	0.002219	0.0485968	0.00034362
479	-0.410951	0.00221446	0.0485873	0.000343034
480	-0.410873	0.00221123	0.0485869	0.000342319
481	-0.410836	0.00220695	0.0485735	0.00034187
482	-0.410905	0.00220346	0.0485588	0.000341478
483	-0.410968	0.00219979	0.0485493	0.000340902
484	-0.411034	0.00219624	0.0485367	0.00034043
485	-0.411223	0.00219985	0.0485103	0.000340749
486	-0.411331	0.00219797	0.0484929	0.000340492
487	-0.411384	0.0021941	0.0484816	0.000339982
488	-0.411452	0.00219066	0.0484733	0.000339387
489	-0.411432	0.00218627	0.0484472	0.000339694
490	-0.411484	0.00218242	0.0484491	0.000339006
491	-0.411513	0.00217817	0.0484374	0.000338517
492	-0.411475	0.00217407	0.0484546	0.000338266
493	-0.411416	0.00217046	0.0484696	0.000337913
494	-0.41139	0.00216622	0.0484609	0.00033734
495	-0.41135	0.00216222	0.0484861	0.000337595
496	-0.41122	0.00216177	0.0484811	0.000336952
497	-0.411158	0.0021583	0.0484928	0.000336479
498	-0.411045	0.00215694	0.0485154	0.000336559
499	-0.411103	0.00215341	0.0485159	0.000335885
500	-0.411119	0.00214916	0.0485439	0.000336374
501	-0.411112	0.00214488	0.048559	0.000336042
502	-0.411099	0.00214065	0.0485613	0.00033538
503	-0.41097	0.00214027	0.0485457	0.000335076
504	-0.410934	0.00213633	0.048526	0.000334989
505	-0.410912	0.00213221	0.0485332	0.000334404
506	-0.410875	0.00212832	0.0485162	0.000334175
507	-0.410801	0.0021254	0.0485073	0.000333635
508	-0.410863	0.00212213	0.0485095	0.000332986
509	-0.410967	0.00212048	0.0485253	0.000332707
510	-0.410927	0.00211669	0.0485391	0.00033234
511	-0.41101	0.00211416	0.0485385	0.000331691
512	-0.411024	0.00211008	0.0485366	0.000331048
513	-0.411117	0.00210799	0.0485167	0.000331001
514	-0.411167	0.00210448	0.0485016	0.000330702
515	-0.411216	0.00210098	0.0484825	0.000330608
516	-0.411267	0.00209753	0.0484657	0.000330395
517	-0.411281	0.00209352	0.0484612	0.000329786
518	-0.411435	0.00209515	0.0484567	0.000329181
519	-0.411476	0.00209151	0.0484432	0.000328823
520	-0.411657	0.00209533	0.0484278	0.000328549
521	-0.411879	0.00210298	0.0484483	0.000328558
522	-0.412002	0.00210254	0.0484411	0.000328008
523	-0.411935	0.00209956	0.0484488	0.000327472
524	-0.411913	0.00209567	0.0484439	0.000326883
525	-0.411829	0.00209334	0.0484549	0.000326446
526	-0.411815	0.00208941	0.0484679	0.000326083
527	-0.411819	0.00208545	0.0484763	0.000325573
528	-0.411724	0.00208366	0.0485111	0.000326804
529	-0.411683	0.00208012	0.0485292	0.000326688
530	-0.411772	0.00207807	0.0485228	0.000326134
531	-0.411804	0.00207441	0.0485131	0.000325666
532	-0.411899	0.00207267	0.0485061	0.000325129
533	-0.411778	0.0020723	0.0485082	0.000324525
