1	1	0
2	1.41336	0.105082
3	1.72541	0.14415
4	2	0.161554
5	2.23213	0.160867
6	2.45069	0.173638
7	2.64663	0.208506
8	2.82826	0.233245
9	3.0032	0.246305
10	3.17022	0.254971
11	3.32751	0.257665
12	3.46675	0.277543
13	3.6151	0.301944
14	3.7483	0.309557
15	3.88297	0.323381
16	4.00881	0.338534
17	4.13292	0.356038
18	4.25248	0.369067
19	4.37787	0.383967
20	4.49853	0.387078
21	4.61157	0.395829
22	4.71575	0.406048
23	4.81033	0.420334
24	4.90435	0.414452
25	5.00784	0.42252
26	5.10939	0.405623
27	5.19966	0.405202
28	5.29843	0.409971
29	5.39178	0.432683
30	5.48107	0.456183
31	5.56857	0.466515
32	5.65997	0.482568
33	5.75339	0.496483
34	5.84364	0.523518
35	5.92792	0.51987
36	6.01525	0.520148
37	6.10761	0.540706
38	6.18492	0.536231
39	6.2636	0.54768
40	6.34412	0.541574
41	6.42114	0.545462
42	6.49506	0.560616
43	6.56726	0.536644
44	6.64824	0.517572
45	6.7026	0.512037
46	6.77925	0.530538
47	6.85564	0.518006
48	6.93283	0.520603
49	7.00202	0.521593
50	7.07396	0.537723
51	7.13793	0.54835
52	7.20655	0.582725
53	7.27373	0.601118
54	7.34798	0.609824
55	7.43298	0.613209
56	7.50132	0.635599
57	7.55975	0.65138
58	7.62294	0.647213
59	7.682	0.644853
60	7.73898	0.656331
61	7.79993	0.658804
62	7.85366	0.672285
63	7.92016	0.676432
64	7.99654	0.686112
65	8.06656	0.710013
66	8.13022	0.737058
67	8.17994	0.740003
68	8.25233	0.733304
69	8.30724	0.742547
70	8.37147	0.729096
71	8.43206	0.742319
72	8.49285	0.753017
73	8.55946	0.758626
74	8.62788	0.764625
75	8.68326	0.756357
76	8.7248	0.748697
77	8.77933	0.737342
78	8.8286	0.745286
79	8.87911	0.743977
80	8.93494	0.728114
81	9.00211	0.739218
82	9.04903	0.754738
83	9.10811	0.759182
84	9.15091	0.783141
85	9.20572	0.798443
86	9.25793	0.799184
87	9.32031	0.801768
88	9.3647	0.790991
89	9.42008	0.795663
90	9.47315	0.804248
91	9.52651	0.813328
92	9.58209	0.837822
93	9.63404	0.851704
94	9.68417	0.86155
95	9.74025	0.861753
96	9.79446	0.904311
97	9.84356	0.90401
98	9.89708	0.917629
99	9.95086	0.91518
100	10.0004	0.927531
