1	15.074	0
2	14.4658	0.608204
3	14.3081	0.384957
4	14.203	0.29179
5	13.7425	0.512898
6	14.0364	0.511581
7	14.4007	0.565419
8	15.0115	0.782824
9	14.5851	0.811453
10	14.7023	0.735184
11	14.9167	0.698709
12	15.0507	0.651751
13	15.0815	0.600315
14	15.2651	0.585322
15	15.5058	0.595718
16	15.3008	0.593746
17	15.1659	0.57381
18	15.2156	0.543272
19	15.0696	0.534227
20	15.0594	0.506915
21	14.9326	0.498585
22	14.8281	0.486721
23	14.9411	0.478617
24	14.8552	0.466222
25	15.0236	0.477829
26	14.9781	0.46133
27	14.8357	0.46622
28	14.8864	0.452123
29	14.9771	0.445567
30	14.9576	0.430897
31	15.0453	0.425883
32	15.0125	0.413663
33	14.9628	0.404004
34	14.9848	0.392558
35	14.9407	0.383719
36	14.8585	0.381853
37	14.8622	0.371408
38	14.8944	0.362932
39	14.8293	0.359453
40	14.7461	0.360102
41	14.7223	0.352013
42	14.7364	0.34382
43	14.7331	0.335746
44	14.8259	0.340925
45	14.8952	0.340383
46	14.8718	0.333724
47	14.882	0.326706
48	14.8995	0.320306
49	14.8945	0.313741
50	14.8699	0.308382
51	14.8511	0.302858
52	14.8546	0.296997
53	14.8819	0.292615
54	14.8931	0.287364
55	14.8607	0.283947
56	14.8786	0.279403
57	14.906	0.275826
58	14.9179	0.271288
59	14.9875	0.275595
60	15.0087	0.271789
61	15.0168	0.267419
62	15.013	0.263098
63	15.0561	0.262443
64	15.0454	0.258531
65	15.0022	0.258155
66	14.9971	0.254266
67	15.0203	0.251521
68	15.0119	0.247939
69	15.0524	0.247665
70	15.0812	0.245792
71	15.0758	0.242366
72	15.123	0.243582
73	15.1304	0.240336
74	15.0945	0.239756
75	15.0538	0.240023
76	15.0547	0.236846
77	15.0568	0.233759
78	15.0597	0.230761
79	15.0634	0.227851
80	15.0531	0.225217
81	15.0601	0.222527
82	15.1098	0.225348
83	15.1193	0.22282
84	15.0816	0.223359
85	15.0496	0.223021
86	15.0536	0.220448
87	15.0691	0.218452
88	15.057	0.216294
89	15.0454	0.214162
90	15.065	0.212673
91	15.1223	0.217974
92	15.1229	0.215593
93	15.0781	0.217922
94	15.0912	0.215989
95	15.0433	0.219005
96	15.0226	0.217699
97	15.0303	0.215579
98	15.033	0.213385
99	15.0076	0.212743
100	14.9777	0.212725
