1	0.510929	0	0.082559	0
2	0.506751	0.00295402	0.0831357	0.00040784
3	0.502588	0.00392872	0.0829911	0.000296418
4	0.50583	0.00407014	0.0831247	0.000250618
5	0.501447	0.00509589	0.0825362	0.000563279
6	0.499407	0.00463704	0.0826015	0.000473172
7	0.500681	0.00414576	0.0830159	0.000558281
8	0.502593	0.0040447	0.0837079	0.000810947
9	0.503055	0.00362155	0.0833079	0.000813559
10	0.502384	0.00332102	0.0833095	0.000732204
11	0.502376	0.00301912	0.0830417	0.000712947
12	0.500351	0.00337921	0.0831115	0.000656942
13	0.498599	0.00354466	0.0831812	0.000610098
14	0.497861	0.00336725	0.0833627	0.000592906
15	0.497936	0.00314358	0.0830857	0.0006147
16	0.498132	0.00295325	0.0831638	0.000581227
17	0.497878	0.00279048	0.0829143	0.000598224
18	0.498884	0.00281123	0.0831233	0.000600412
19	0.499309	0.00269513	0.0831125	0.00056891
20	0.499144	0.0025654	0.0830381	0.000545311
21	0.499295	0.00244763	0.0830714	0.000520362
22	0.499069	0.00234677	0.0831629	0.000504691
23	0.499146	0.00224601	0.0830425	0.000496895
24	0.499881	0.00226951	0.0829801	0.000480099
25	0.500064	0.00218612	0.0829828	0.000460902
26	0.500102	0.00210236	0.0830937	0.000456336
27	0.500335	0.00203738	0.0831641	0.00044483
28	0.500371	0.00196494	0.083281	0.000444042
29	0.500407	0.00189751	0.0833004	0.000429152
30	0.500162	0.00185001	0.0833661	0.00041984
31	0.500693	0.00186498	0.0833081	0.000410281
32	0.500853	0.0018136	0.0833496	0.000399557
33	0.501345	0.0018241	0.0832659	0.000396113
34	0.501262	0.00177234	0.0833507	0.00039342
35	0.500881	0.00176205	0.0833644	0.000382419
36	0.500626	0.00173146	0.0832325	0.000393873
37	0.500891	0.0017048	0.0832546	0.000383843
38	0.500867	0.00166011	0.083273	0.000374186
39	0.50088	0.00161759	0.083266	0.000364658
40	0.50108	0.00158946	0.083229	0.000357414
41	0.500773	0.00158002	0.0831897	0.000350852
42	0.500648	0.00154735	0.0832497	0.000347588
43	0.500854	0.00152507	0.0833377	0.000350477
44	0.50106	0.00150417	0.0833982	0.000347682
45	0.500984	0.00147267	0.0833023	0.000352925
46	0.501025	0.00144124	0.0832498	0.000349128
47	0.501151	0.00141609	0.0832155	0.000343382
48	0.501128	0.00138679	0.0831832	0.000337744
49	0.500973	0.00136707	0.0831566	0.000331896
50	0.501127	0.0013484	0.0831603	0.000325279
51	0.500951	0.0013334	0.0832003	0.000321352
52	0.501018	0.0013094	0.0831841	0.000315584
53	0.500971	0.00128553	0.0831673	0.000310072
54	0.500831	0.0012693	0.0831354	0.000305967
55	0.501156	0.00128716	0.0831695	0.000302293
56	0.501122	0.00126463	0.083107	0.000303293
57	0.50127	0.00125108	0.0831068	0.000297972
58	0.50114	0.00123626	0.0831102	0.000292854
59	0.501129	0.00121536	0.0831347	0.00028891
60	0.501041	0.00119823	0.0830824	0.000288781
61	0.501162	0.00118465	0.0830238	0.000289948
62	0.500989	0.00117806	0.0830569	0.000287157
63	0.500985	0.00115936	0.0830688	0.000282847
64	0.501048	0.00114295	0.0831278	0.000284516
65	0.501152	0.00113011	0.0831836	0.000285546
66	0.501239	0.0011163	0.0831287	0.000286439
67	0.501388	0.0011096	0.0831182	0.000282356
68	0.501452	0.00109509	0.0830833	0.000280358
69	0.501296	0.00109026	0.0830864	0.000276313
70	0.501288	0.00107472	0.0830719	0.000272749
71	0.501333	0.00106055	0.083095	0.000269884
72	0.501268	0.0010478	0.0831697	0.000276283
73	0.501376	0.00103897	0.0832197	0.000276989
74	0.501188	0.0010419	0.0832341	0.000273619
75	0.501116	0.00103044	0.0832504	0.000270455
76	0.500882	0.00104312	0.0832507	0.000266897
77	0.500905	0.00102982	0.0832421	0.000263569
78	0.500704	0.00103611	0.0832916	0.000264794
79	0.500625	0.00102599	0.0832883	0.000261463
80	0.500717	0.0010173	0.0832955	0.000258295
81	0.500798	0.00100795	0.0832971	0.000255111
82	0.500694	0.00100107	0.0832805	0.000252541
83	0.50067	0.000989286	0.0832887	0.000249631
84	0.500852	0.000994152	0.0832614	0.000248143
85	0.500992	0.000992203	0.0832451	0.000245762
86	0.500907	0.000984257	0.0832239	0.000243818
87	0.500785	0.000980514	0.0832081	0.000241525
88	0.50058	0.000990616	0.0832299	0.000239762
89	0.500613	0.000980028	0.0832356	0.000237136
90	0.500697	0.00097273	0.0832287	0.000234601
91	0.50092	0.000987353	0.0831932	0.000234695
92	0.501019	0.000981537	0.0832094	0.000232699
93	0.501041	0.000971238	0.0831992	0.000230418
94	0.50114	0.000965982	0.0831904	0.000228136
95	0.501113	0.00095621	0.0832173	0.000227319
96	0.50107	0.00094722	0.0832485	0.000227084
97	0.501204	0.000946905	0.0832868	0.00022795
98	0.501209	0.000937256	0.0832801	0.000225723
99	0.501246	0.00092853	0.0832859	0.000223516
100	0.501308	0.000921294	0.0832498	0.000224175
