1	3.14036	0
2	3.14221	0.00185128
3	3.1467	0.00461208
4	3.1486	0.00377803
5	3.14445	0.00508113
6	3.14305	0.00437726
7	3.14719	0.00555225
8	3.14691	0.00481656
9	3.14736	0.0042708
10	3.14546	0.00426344
11	3.1474	0.00431522
12	3.14711	0.00394994
13	3.14396	0.00481067
14	3.14337	0.00449194
15	3.14206	0.00438197
16	3.1425	0.00412256
17	3.14283	0.00388629
18	3.14266	0.00366798
19	3.14353	0.00357594
20	3.14303	0.00342877
21	3.14221	0.00336152
22	3.14072	0.00353691
23	3.14012	0.00343221
24	3.14049	0.00330668
25	3.14189	0.00346971
26	3.14251	0.00338899
27	3.14246	0.00326132
28	3.14233	0.00314551
29	3.14312	0.00313509
30	3.14277	0.00304812
31	3.14339	0.00301239
32	3.14292	0.00295474
33	3.14322	0.00287905
34	3.1431	0.00279544
35	3.14335	0.00272534
36	3.1439	0.00270512
37	3.14389	0.002631
38	3.14352	0.00258664
39	3.14366	0.00252288
40	3.14386	0.0024674
41	3.14443	0.00247296
42	3.14369	0.00252308
43	3.14323	0.00250706
44	3.14316	0.00245047
45	3.1424	0.00251072
46	3.14293	0.00251061
47	3.14262	0.00247515
48	3.14184	0.0025469
49	3.1415	0.0025174
50	3.14115	0.0024916
51	3.14094	0.00245145
52	3.14092	0.00240392
53	3.14118	0.0023732
54	3.14115	0.0023291
55	3.14103	0.00228918
56	3.14093	0.00225036
57	3.14124	0.0022323
58	3.14122	0.00219357
59	3.14059	0.00224601
60	3.14086	0.00222425
61	3.14085	0.00218751
62	3.14104	0.00216082
63	3.14136	0.00214915
64	3.1421	0.00224262
65	3.14151	0.00228568
66	3.1413	0.0022605
67	3.14171	0.0022634
68	3.14179	0.00223132
69	3.14151	0.00221659
70	3.14192	0.00222409
71	3.14174	0.00220042
72	3.14159	0.00217456
73	3.14167	0.00214616
74	3.14171	0.0021172
75	3.14135	0.00211865
76	3.14177	0.00213189
77	3.14151	0.00211967
78	3.14138	0.00209648
79	3.14142	0.00207015
80	3.14168	0.00206016
81	3.1415	0.00204189
82	3.14157	0.0020179
83	3.14125	0.00201931
84	3.141	0.00201012
85	3.1405	0.00205005
86	3.14031	0.00203417
87	3.13992	0.00204903
88	3.14005	0.00202987
89	3.13958	0.00206097
90	3.13955	0.0020382
91	3.13953	0.00201573
92	3.1397	0.00200044
93	3.13976	0.00197966
94	3.13947	0.00197894
95	3.13972	0.00197401
96	3.13994	0.00196524
97	3.14011	0.00195228
98	3.13979	0.00195789
99	3.13965	0.0019435
100	3.13987	0.0019372
