0.5	-1.00362	0.000448173	1.00857	0.000869468	90.2571	0.322167
0.51	-1.00045	0.000541457	1.00244	0.00104805	86.7491	0.368226
0.52	-0.997648	0.000551417	0.997033	0.00106519	83.4875	0.376422
0.53	-0.99377	0.000592927	0.989568	0.00114494	79.6065	0.383387
0.54	-0.990299	0.000597842	0.982911	0.00115157	76.2247	0.40601
0.55	-0.986283	0.000584103	0.97519	0.00112271	72.7549	0.38973
0.56	-0.982516	0.000593038	0.967996	0.0011367	69.6059	0.395977
0.57	-0.977992	0.000616105	0.95936	0.00117885	66.0037	0.413118
0.58	-0.973569	0.000619475	0.950938	0.00118424	62.8381	0.390737
0.59	-0.96943	0.000624944	0.943084	0.00119186	59.8508	0.394521
0.6	-0.964109	0.000654841	0.93303	0.00124594	56.4227	0.399283
0.61	-0.958924	0.000665856	0.923249	0.00126135	53.1547	0.397291
0.62	-0.954046	0.000574513	0.914123	0.00108414	50.3284	0.335581
0.63	-0.948722	0.00057035	0.904174	0.0010723	47.5211	0.306072
0.64	-0.943613	0.000554746	0.894686	0.00103891	44.9227	0.280514
0.65	-0.938287	0.000540127	0.884809	0.00101145	42.2983	0.283462
0.66	-0.93331	0.00054396	0.87567	0.00101058	40.0928	0.275153
0.67	-0.928174	0.000514132	0.86625	0.000953346	37.8656	0.24161
0.68	-0.923137	0.000516681	0.857078	0.000953888	35.8863	0.250693
0.69	-0.917055	0.000460193	0.846044	0.000842747	33.4776	0.213448
0.7	-0.912611	0.000464795	0.838041	0.000852172	31.9856	0.225418
0.71	-0.907874	0.000509482	0.82953	0.000929683	30.4643	0.215631
0.72	-0.902504	0.00053692	0.819937	0.000974623	28.7909	0.219258
0.73	-0.897282	0.000461686	0.810636	0.000834967	27.1353	0.192275
0.74	-0.891739	0.000473088	0.800862	0.000850863	25.5167	0.198655
0.75	-0.886859	0.000471392	0.792329	0.000847685	24.2671	0.192611
0.76	-0.882026	0.000462236	0.783902	0.000817699	23.0456	0.166278
0.77	-0.876968	0.00044179	0.775103	0.000777807	21.8536	0.148367
0.78	-0.871477	0.000450219	0.765653	0.000789372	20.7476	0.148845
0.79	-0.866642	0.000407517	0.757375	0.000711667	19.7706	0.130524
0.8	-0.861257	0.000437412	0.748171	0.000760369	18.6388	0.136948
0.81	-0.856404	0.000406588	0.739942	0.000704487	17.7334	0.127564
0.82	-0.851243	0.000396332	0.731228	0.000683001	16.7764	0.111176
0.83	-0.846523	0.000376385	0.723337	0.000646301	16.0516	0.109586
0.84	-0.841584	0.000381125	0.71516	0.000646258	15.3251	0.100678
0.85	-0.83665	0.000340303	0.706993	0.000574414	14.623	0.0931551
0.86	-0.831494	0.000316395	0.69847	0.000533683	13.8639	0.0938003
0.87	-0.826649	0.000301823	0.690523	0.00050408	13.188	0.0772272
0.88	-0.822188	0.000297007	0.683333	0.000491183	12.7798	0.0716437
0.89	-0.817461	0.000311202	0.67571	0.000512011	12.2608	0.0741561
0.9	-0.812839	0.00031121	0.668327	0.000509787	11.8536	0.066453
0.91	-0.808279	0.000296517	0.661028	0.000481616	11.3676	0.0649004
0.92	-0.803535	0.000309076	0.653511	0.000501193	10.8974	0.0674961
0.93	-0.798835	0.000305318	0.646121	0.000495977	10.5168	0.0664929
0.94	-0.794472	0.000308952	0.639306	0.000496861	10.1414	0.0582326
0.95	-0.789796	0.000292035	0.632013	0.000465315	9.76325	0.0570813
0.96	-0.78542	0.000290565	0.625231	0.000460404	9.43263	0.050912
0.97	-0.780747	0.000282925	0.618002	0.000446719	9.02988	0.0516219
0.98	-0.776373	0.000293435	0.611308	0.000459111	8.75093	0.0501411
0.99	-0.771919	0.000278687	0.604555	0.00043134	8.41818	0.0459648
1.0	-0.767515	0.000286315	0.597847	0.000440312	8.16807	0.0437174
1.01	-0.763541	0.000262425	0.591896	0.000401263	7.95514	0.039828
1.02	-0.759045	0.000273496	0.585153	0.000415223	7.724	0.039862
1.03	-0.754797	0.000271546	0.578857	0.000409421	7.45917	0.0366175
1.04	-0.750241	0.000246967	0.572105	0.000373008	7.19805	0.0377171
1.05	-0.745911	0.000244426	0.565708	0.000366737	6.95908	0.0293808
1.06	-0.741901	0.000237251	0.559876	0.000352364	6.81266	0.0309972
1.07	-0.737598	0.00022317	0.553639	0.000329533	6.61378	0.0296541
1.08	-0.733459	0.000216519	0.54764	0.000316303	6.42494	0.0285874
1.09	-0.729553	0.000224011	0.542035	0.000323589	6.22468	0.0279836
1.1	-0.725475	0.000244564	0.536236	0.000352053	6.0712	0.028992
1.11	-0.721362	0.000242796	0.530376	0.000348206	5.89689	0.0269051
1.12	-0.717218	0.000250387	0.524522	0.000359064	5.75413	0.0233948
1.13	-0.713062	0.0002575	0.518667	0.00036674	5.59171	0.0257016
1.14	-0.708955	0.000253551	0.5129	0.000358702	5.43843	0.0243462
1.15	-0.704815	0.000238287	0.50717	0.00033428	5.26271	0.0222316
1.16	-0.700758	0.000233509	0.501541	0.000328012	5.11535	0.0202637
1.17	-0.697294	0.000219639	0.496825	0.000307735	5.01924	0.0212108
1.18	-0.693405	0.000243319	0.491534	0.000338731	4.92859	0.0210505
1.19	-0.689414	0.000228402	0.486117	0.000315773	4.78593	0.0200641
1.2	-0.685398	0.000219226	0.480692	0.000301823	4.65305	0.018684
1.21	-0.681594	0.000218047	0.475597	0.000299147	4.5569	0.0164719
1.22	-0.678102	0.000214475	0.470959	0.00029621	4.48028	0.0191114
1.23	-0.674322	0.000206291	0.46594	0.000281332	4.33564	0.0170139
1.24	-0.670724	0.000184911	0.461189	0.000250163	4.2424	0.0161185
1.25	-0.666996	0.000191996	0.456284	0.000258948	4.15032	0.0144921
1.26	-0.663368	0.000194202	0.451551	0.000259651	4.04791	0.0144453
1.27	-0.659764	0.000189899	0.446895	0.000252567	3.97541	0.0145125
1.28	-0.656032	0.000194183	0.442063	0.000256749	3.89059	0.013908
1.29	-0.652534	0.000203704	0.437546	0.000266703	3.80616	0.0126665
1.3	-0.649168	0.000221988	0.433248	0.000288508	3.74607	0.014085
1.31	-0.645609	0.00023329	0.428735	0.000304758	3.66941	0.0142905
1.32	-0.642193	0.000207672	0.424438	0.000268745	3.60477	0.0134343
1.33	-0.638781	0.000201444	0.420148	0.000257248	3.53088	0.011926
1.34	-0.635338	0.000191758	0.415836	0.000243384	3.45967	0.0113095
1.35	-0.631839	0.000200242	0.411464	0.000252792	3.37654	0.0107764
1.36	-0.628495	0.000194258	0.407339	0.000243501	3.31177	0.00881837
1.37	-0.625315	0.000180753	0.403415	0.000227824	3.2465	0.0104421
1.38	-0.621721	0.000180863	0.399009	0.000226682	3.18124	0.00975791
1.39	-0.61852	0.000186147	0.395104	0.000234211	3.12775	0.0105439
1.4	-0.61531	0.000192368	0.391239	0.000239843	3.07218	0.0115695
1.41	-0.61211	0.00020777	0.387391	0.000258609	3.02088	0.0106638
1.42	-0.60898	0.000186954	0.383633	0.000229795	2.96372	0.00945053
1.43	-0.605792	0.000177963	0.379828	0.000217433	2.92219	0.00990558
1.44	-0.602825	0.000178597	0.376305	0.000218191	2.88192	0.00839884
1.45	-0.599692	0.000184641	0.372621	0.000221769	2.83079	0.00841564
1.46	-0.596596	0.000180293	0.368996	0.000215918	2.782	0.00797312
1.47	-0.593601	0.000189532	0.365499	0.000228768	2.72993	0.00920701
1.48	-0.59068	0.000192505	0.36213	0.00023188	2.68908	0.00723313
1.49	-0.587557	0.000183103	0.358513	0.00021886	2.64848	0.00793273
1.5	-0.584492	0.00018262	0.354972	0.000215658	2.60714	0.00759297
1.51	-0.581541	0.00018193	0.351614	0.000213917	2.55596	0.00700079
1.52	-0.578633	0.000203136	0.348296	0.000238935	2.51668	0.007189
1.53	-0.575796	0.000202157	0.345084	0.000235092	2.48628	0.00755424
1.54	-0.572883	0.000180219	0.341817	0.000209531	2.44647	0.00662593
